index,name,description,brand,category,mrp_price,currency,stock,ean,color,availability,internal_id,qty,selling_price,discount,discount_percentage,revenue,stock_value
5872,Compact Toaster Light Monitor Prime Compact,Often sign management hear natural method.,"Hanson, Becker and Guerra",Fitness Equipment,920.0,INR,333,8583850000000.0,Fuchsia,backorder,71,853,524.4,395.6,43.0,447313.2,174625.2
5873,Clean Radio Smart Premium,Sing check energy.,"Burke, Stanton and Horton",Health & Wellness,730.0,INR,713,7226480000000.0,LightCyan,pre_order,91,349,627.8,102.2,14.0,219102.2,447621.4
5874,Smart Radio Radio Silent Compact Smart,Usually pick language wife issue left maintain.,Spears-Riddle,Laptops & Computers,588.0,INR,357,2512600000000.0,Violet,out_of_stock,68,185,464.52,123.48,21.0,85936.2,165833.64
5875,Premium Toaster Smart Silent,Simple school or happy fight unit hope why.,"Shaffer, Sims and Hatfield",Grooming Tools,560.0,INR,109,8750660000000.0,Cyan,backorder,74,253,280.0,280.0,50.0,70840.0,30520.0
5876,Portable Phone Compact 360,Tax than among best agreement significant imagine imagine.,Martinez PLC,Toys & Games,545.0,INR,898,5093270000000.0,BurlyWood,pre_order,46,522,365.15,179.85,33.0,190608.3,327904.7
5877,Mini Microphone,Movie they away whatever leader common.,Cannon-Hawkins,Fitness Equipment,309.0,INR,570,5062740000000.0,Salmon,discontinued,76,808,275.01,33.99,11.0,222208.08,156755.7
5878,Speaker Router Lamp,Possible point reality standard behind spring.,Kelly Group,Cleaning Supplies,664.0,INR,713,1106360000000.0,LightBlue,out_of_stock,72,226,544.48,119.52,18.0,123052.48,388214.24
5879,Automatic Router Max,Image edge bit serve.,Hicks and Sons,Camping & Hiking,44.0,INR,444,8146250000000.0,PaleGreen,limited_stock,17,155,34.76,9.24,21.0,5387.8,15433.44
5880,Portable Vacuum,Might drug run scene ever.,Matthews PLC,Automotive,203.0,INR,895,4059090000000.0,FloralWhite,out_of_stock,12,390,166.46,36.54,18.0,64919.4,148981.7
5881,Automatic Lock Bicycle Ultra Mini,Fight war people event.,Smith-Conner,Men's Clothing,370.0,INR,533,6232140000000.0,DarkGoldenRod,limited_stock,38,302,296.0,74.0,20.0,89392.0,157768.0
5882,Fast Mouse Powerbank Printer One,Red list choice first statement most.,Velasquez and Sons,Men's Clothing,519.0,INR,180,693913000000.0,CadetBlue,out_of_stock,76,392,477.48,41.52,8.0,187172.16,85946.4
5883,Wireless Freezer Projector Webcam Ultra,Bit change drop through yes.,"Mahoney, Bates and Knight","Accessories (Bags, Hats, Belts)",955.0,INR,782,8650510000000.0,GhostWhite,pre_order,36,192,754.45,200.55,21.0,144854.4,589979.9
5884,Fast Radio Rechargeable Max,Over difficult statement another police.,Gardner-Mcbride,Fishing & Hunting,419.0,INR,429,9499710000000.0,ForestGreen,limited_stock,95,729,243.02,175.98,42.0,177161.58,104255.58
5885,Premium Phone Sense,Add camera owner claim down without seat.,Gould PLC,Fitness Equipment,545.0,INR,866,4753650000000.0,LightGreen,out_of_stock,88,577,321.55,223.45,41.0,185534.35,278462.3
5886,Fast Scooter Scale Cooler Clean Touch Smart,Adult expect nature as use should.,"Knight, Castro and Wagner",Kitchen Appliances,110.0,INR,221,449603000000.0,Turquoise,pre_order,13,738,81.4,28.6,26.0,60073.2,17989.4
5887,Ultra Lock Pro 360,Always challenge baby personal.,"Estes, Schwartz and Pierce",Laptops & Computers,585.0,INR,212,5418860000000.0,Sienna,discontinued,88,61,450.45,134.55,23.0,27477.45,95495.4
5888,Portable Scale Speaker Powerbank Wireless Plus Advanced,Agreement try professor similar.,Reilly-Rich,Books & Stationery,868.0,INR,679,4468520000000.0,SpringGreen,in_stock,50,638,607.6,260.4,30.0,387648.8,412560.4
5889,Fast Speaker,Candidate mouth run north simply create institution.,"Acevedo, Brennan and Gilbert",Bedding & Bath,547.0,INR,101,7019820000000.0,Brown,in_stock,85,51,426.66,120.34,22.0,21759.66,43092.66
5890,Silent Mouse Plus Silent,North foreign join spend us through better.,Joseph Group,Toys & Games,740.0,INR,798,5969270000000.0,Gold,out_of_stock,67,680,370.0,370.0,50.0,251600.0,295260.0
5891,Light,Beat size necessary surface think official civil.,York PLC,Camping & Hiking,266.0,INR,502,9098660000000.0,Silver,discontinued,80,833,247.38,18.62,7.0,206067.54,124184.76
5892,Smart Heater Mixer Shaver Silent Touch Smart,Garden bad lawyer tough nearly.,Stout and Sons,Health & Wellness,439.0,INR,715,6388310000000.0,DarkMagenta,out_of_stock,78,839,359.98,79.02,18.0,302023.22,257385.7
5893,Portable Printer Pro Plus Smart,Let game forward point indeed.,Harris-Marshall,Toys & Games,785.0,INR,188,7302410000000.0,DarkViolet,out_of_stock,44,553,423.9,361.1,46.0,234416.7,79693.2
5894,Smart Treadmill X,Left fill try maintain cut.,"Boyle, Hobbs and Dawson",Beauty & Personal Care,997.0,INR,260,4698970000000.0,LightGoldenRodYellow,limited_stock,40,535,947.15,49.85,5.0,506725.25,246259.0
5895,Ultra Heater Sense,Young case century mother last street.,"Neal, Daniel and Small",Cleaning Supplies,941.0,INR,3,9928710000000.0,LightSalmon,backorder,93,759,564.6,376.4,40.0,428531.4,1693.8
5896,Pro Toaster Light Monitor,Probably kind become your quite.,Rose-Ayers,Shoes & Footwear,996.0,INR,565,6739980000000.0,DarkSalmon,limited_stock,76,441,806.76,189.24,19.0,355781.16,455819.4
5897,Rechargeable Scale Stove Prime,Read will alone public beyond hand energy.,Wallace-Carson,Sports & Outdoors,156.0,INR,503,529788000000.0,DeepSkyBlue,in_stock,28,315,92.04,63.96,41.0,28992.6,46296.12
5898,Webcam Projector Oven,Church dream increase agent word.,"Deleon, Mcdonald and Leonard",Home Decor,539.0,INR,860,2928740000000.0,Snow,pre_order,44,566,377.3,161.7,30.0,213551.8,324478.0
5899,Pro Toaster Scanner Smart Lite Eco,Only time health shake director.,"Beard, Chandler and Wilson",Beauty & Personal Care,602.0,INR,727,3315240000000.0,Bisque,discontinued,77,432,415.38,186.62,31.0,179444.16,301981.26
5900,Mini Printer Lock Thermostat Wireless Air Pro,Guess present above on.,Sawyer-Reese,Books & Stationery,757.0,INR,796,3815530000000.0,LightGray,in_stock,20,488,469.34,287.66,38.0,229037.92,373594.64
5901,Wireless Scanner Tablet Radio Plus Wireless,Whom grow lay economy.,Suarez-Levy,Cameras & Accessories,932.0,INR,120,9817670000000.0,MediumSpringGreen,out_of_stock,73,699,633.76,298.24,32.0,442998.24,76051.2
5902,Pro Freezer,Enter space off medical behavior during theory.,Simon and Sons,Men's Clothing,432.0,INR,121,843670000000.0,SeaShell,pre_order,20,670,349.92,82.08,19.0,234446.4,42340.32
5903,Silent Router Freezer Webcam Sense Compact Smart,Option mention unit girl.,"Aguirre, Russell and Jarvis",Bedding & Bath,235.0,INR,92,1945530000000.0,DarkOrange,pre_order,39,822,202.1,32.9,14.0,166126.2,18593.2
5904,Lock,Plan around environment state lot second consider.,Ford-Shaw,Makeup,839.0,INR,373,7987770000000.0,Cyan,discontinued,83,314,486.62,352.38,42.0,152798.68,181509.26
5905,Powerbank Brush Charger,Argue expect Republican save half total.,Tapia PLC,Camping & Hiking,962.0,INR,191,5062030000000.0,Orchid,limited_stock,56,983,625.3,336.7,35.0,614669.9,119432.3
5906,Drone Printer Tablet,Late yet claim drive thank team door we.,Flores-Greene,Laptops & Computers,758.0,INR,952,3180230000000.0,Gray,backorder,9,315,500.28,257.72,34.0,157588.2,476266.56
5907,Rechargeable Printer,Third it never line.,Randolph-Valdez,Smartphones,223.0,INR,611,685687000000.0,YellowGreen,pre_order,69,919,209.62,13.38,6.0,192640.78,128077.82
5908,Smart Webcam Projector Lock Advanced Wireless,Anything offer practice language hot senior vote.,"Dunlap, Peterson and Hester",Headphones & Earbuds,841.0,INR,669,8525880000000.0,DarkSeaGreen,limited_stock,74,186,428.91,412.09,49.0,79777.26,286940.79
5909,Fan,Bed law include major while mind road.,Sawyer PLC,Cleaning Supplies,900.0,INR,240,7947850000000.0,Aquamarine,in_stock,99,962,540.0,360.0,40.0,519480.0,129600.0
5910,Clean Speakerphone Oven,Apply however determine.,Osborn LLC,Kids' Clothing,645.0,INR,877,1527630000000.0,DarkOrange,pre_order,16,188,438.6,206.4,32.0,82456.8,384652.2
5911,Silent Lock Lite Wireless Compact,Win news customer during often say value.,Wallace PLC,Bedding & Bath,872.0,INR,390,119699000000.0,PapayaWhip,pre_order,29,561,558.08,313.92,36.0,313082.88,217651.2
5912,Smart Charger Tablet Brush,Quality hot soldier note relate check data.,"Galvan, Contreras and York",Fragrances,416.0,INR,619,3930590000000.0,WhiteSmoke,in_stock,20,76,361.92,54.08,13.0,27505.92,224028.48
5913,Premium Toaster Scooter Prime Smart,There loss young decision.,"Macias, Villa and Krueger","Accessories (Bags, Hats, Belts)",335.0,INR,511,5032140000000.0,Tomato,discontinued,3,102,180.9,154.1,46.0,18451.8,92439.9
5914,Digital Grill Brush Watch Edge,Laugh media leave field attorney.,Cobb PLC,Camping & Hiking,12.0,INR,877,7478860000000.0,DarkViolet,in_stock,45,686,9.96,2.04,17.0,6832.56,8734.92
5915,Smart Monitor Brush Monitor Digital,Street save catch by may.,Cook Inc,Fishing & Hunting,400.0,INR,141,7136630000000.0,PeachPuff,out_of_stock,45,285,268.0,132.0,33.0,76380.0,37788.0
5916,Ultra Toaster Oven,Truth good environment easy.,"Brewer, Arroyo and Giles",Kitchen Appliances,903.0,INR,174,665934000000.0,Gold,pre_order,39,788,514.71,388.29,43.0,405591.48,89559.54
5917,Silent Blender Pro Mini,Own radio evening budget scientist present.,"Ortega, Baxter and Espinoza",Team Sports,916.0,INR,591,8004630000000.0,ForestGreen,limited_stock,87,309,613.72,302.28,33.0,189639.48,362708.52
5918,Eco Blender Scale Wireless,Even address person reality whole.,"Mccormick, Watson and Pruitt",Men's Clothing,623.0,INR,990,3097530000000.0,Beige,limited_stock,50,882,542.01,80.99,13.0,478052.82,536589.9
5919,Advanced Mouse Max Air Prime,Road worker bad move to control bed under.,Strong-Krueger,Clothing & Apparel,658.0,INR,555,2681470000000.0,LightGoldenRodYellow,limited_stock,37,197,526.4,131.6,20.0,103700.8,292152.0
5920,Fast Keyboard Toaster Monitor,Quickly style statement work.,Vaughn LLC,Bedding & Bath,349.0,INR,99,3138440000000.0,SkyBlue,limited_stock,56,427,188.46,160.54,46.0,80472.42,18657.54
5921,Scale Treadmill,Around apply parent reach develop administration know down.,Benitez-Payne,Bedding & Bath,476.0,INR,972,6708200000000.0,DarkBlue,limited_stock,28,573,399.84,76.16,16.0,229108.32,388644.48
5922,Dock,Knowledge station institution relate.,Salas-Schmitt,Shoes & Footwear,947.0,INR,758,5511490000000.0,Snow,pre_order,43,157,653.43,293.57,31.0,102588.51,495299.94
5923,Advanced Headphones Wireless,Main north none state.,Short and Sons,Cameras & Accessories,268.0,INR,787,8983920000000.0,LightYellow,out_of_stock,29,142,235.84,32.16,12.0,33489.28,185606.08
5924,Automatic Freezer Pro Ultra,Without school race single bag nearly.,Rowe-Ali,Home Decor,767.0,INR,431,905775000000.0,DodgerBlue,pre_order,75,198,559.91,207.09,27.0,110862.18,241321.21
5925,Ultra Iron Toaster Projector Digital Automatic Premium,Mean heavy southern physical reveal space number.,"Sweeney, Quinn and Mcconnell",Fitness Equipment,616.0,INR,708,8403720000000.0,DarkMagenta,limited_stock,7,299,326.48,289.52,47.0,97617.52,231147.84
5926,Rechargeable Fridge Fan Lamp 360 Digital Smart,Represent much adult report head thank.,Noble-Jimenez,Home & Kitchen,655.0,INR,419,1103970000000.0,YellowGreen,pre_order,92,201,517.45,137.55,21.0,104007.45,216811.55
5927,Fast Radio Mixer,Behavior cultural skill interest.,Nguyen-Graham,Toys & Games,951.0,INR,455,8975360000000.0,LightPink,pre_order,47,695,903.45,47.55,5.0,627897.75,411069.75
5928,Printer,Model whole whom result music.,Mahoney LLC,Kitchen Appliances,732.0,INR,365,1536010000000.0,Crimson,pre_order,29,631,570.96,161.04,22.0,360275.76,208400.4
5929,Pro Bicycle Ultra,Recent standard staff.,Mooney PLC,Automotive,472.0,INR,881,5021690000000.0,Brown,out_of_stock,35,291,325.68,146.32,31.0,94772.88,286924.08
5930,Drone Printer,Fall day this hospital mouth.,Robbins-Nichols,Bedding & Bath,779.0,INR,804,6449240000000.0,PaleGreen,backorder,32,75,693.31,85.69,11.0,51998.25,557421.24
5931,Eco Router Phone Rechargeable One,Market material name car movement lead.,Cooper-Montoya,Health & Wellness,381.0,INR,406,181314000000.0,FloralWhite,backorder,55,182,361.95,19.05,5.0,65874.9,146951.7
5932,Smart Heater Toaster Stove,Alone conference response couple compare TV.,"Barron, Nicholson and Zamora",Smartwatches,963.0,INR,322,4209730000000.0,Moccasin,backorder,76,698,866.7,96.3,10.0,604956.6,279077.4
5933,Digital Projector,Mention character space system listen film by.,"King, Everett and Villegas",Grooming Tools,321.0,INR,305,3873450000000.0,BlanchedAlmond,pre_order,9,81,170.13,150.87,47.0,13780.53,51889.65
5934,Rechargeable Mouse 360,Despite firm show behind nearly growth.,Mccall-Mcmillan,Smartwatches,725.0,INR,295,7488930000000.0,LightSteelBlue,limited_stock,49,726,471.25,253.75,35.0,342127.5,139018.75
5935,Rechargeable Webcam Webcam Stove,Work but sing alone much.,"Turner, Proctor and Mayo",Fragrances,570.0,INR,989,2627730000000.0,SeaShell,pre_order,97,856,376.2,193.8,34.0,322027.2,372061.8
5936,Fast Scale Treadmill 360 Automatic,Court from small chair economic example argue approach.,"Vargas, Gardner and Lamb",Fitness Equipment,256.0,INR,424,8719720000000.0,PaleTurquoise,in_stock,91,528,151.04,104.96,41.0,79749.12,64040.96
5937,Fast Radio Treadmill,Participant human remember bank north institution study.,"Spears, Dickerson and Allison",Fragrances,386.0,INR,876,8505700000000.0,Moccasin,in_stock,7,439,289.5,96.5,25.0,127090.5,253602.0
5938,Rechargeable Router Scanner One Pro Portable,Stock success open finish.,"Johnson, Moon and Crane",Camping & Hiking,597.0,INR,840,5924850000000.0,Chocolate,discontinued,53,111,495.51,101.49,17.0,55001.61,416228.4
5939,Advanced Iron Drone Premium Touch Lite,Church suddenly must fight.,Bean-Baxter,Home Decor,694.0,INR,831,4835520000000.0,LightYellow,limited_stock,7,456,485.8,208.2,30.0,221524.8,403699.8
5940,Compact Camera One Rechargeable,Onto power source thousand again see.,Stanley-Stark,Home Decor,703.0,INR,160,6911170000000.0,DarkSalmon,backorder,44,172,358.53,344.47,49.0,61667.16,57364.8
5941,Smart Lamp Freezer Smart Digital Wireless,Majority leg particular important movie eat.,"Diaz, Ortega and Underwood",Beauty & Personal Care,509.0,INR,915,2512410000000.0,Fuchsia,limited_stock,30,92,473.37,35.63,7.0,43550.04,433133.55
5942,Compact Brush Rechargeable Fast,Surface factor over speak part office court toward.,Carter-Pena,Health & Wellness,290.0,INR,831,3864490000000.0,DarkOliveGreen,backorder,40,888,234.9,55.1,19.0,208591.2,195201.9
5943,Watch,Sometimes suffer positive.,Pitts-Abbott,Books & Stationery,801.0,INR,446,8968690000000.0,PapayaWhip,in_stock,91,283,480.6,320.4,40.0,136009.8,214347.6
5944,Smart Microphone Cooler Fast,Sister civil certain piece pay.,"Palmer, Abbott and Kemp",Sports & Outdoors,650.0,INR,763,5324140000000.0,LightGreen,discontinued,17,570,546.0,104.0,16.0,311220.0,416598.0
5945,Silent Mouse Lite,Travel first deep majority concern strong health as.,"Terrell, Casey and Hendricks",Fishing & Hunting,804.0,INR,641,63581880485.0,Aquamarine,discontinued,73,235,554.76,249.24,31.0,130368.6,355601.16
5946,Eco Fan,Pattern along Republican film.,"Booker, Hoffman and Jefferson",Kitchen Appliances,10.0,INR,799,7688150000000.0,MediumVioletRed,limited_stock,83,389,7.5,2.5,25.0,2917.5,5992.5
5947,Silent Freezer,Find benefit quickly.,"Crawford, Zuniga and Randall",Cameras & Accessories,619.0,INR,487,2225610000000.0,LimeGreen,backorder,49,335,482.82,136.18,22.0,161744.7,235133.34
5948,Smart Microphone Clock,Central almost door cut result any during later.,"Byrd, Mcdonald and Butler",Kitchen Appliances,940.0,INR,845,8683240000000.0,Indigo,pre_order,48,860,601.6,338.4,36.0,517376.0,508352.0
5949,Mini Webcam Dock Heater Lite Portable,Reflect take guess movie professional.,Osborne-Conrad,"Accessories (Bags, Hats, Belts)",803.0,INR,969,7334770000000.0,CornflowerBlue,pre_order,77,207,586.19,216.81,27.0,121341.33,568018.11
5950,Mini Iron Heater Prime,Speak seven stuff natural more wait star.,"Dillon, Bowen and Hawkins",Grooming Tools,547.0,INR,180,7298190000000.0,LightSlateGray,limited_stock,1,791,344.61,202.39,37.0,272586.51,62029.8
5951,Clean Printer,Degree list movement six manager identify exist.,"Everett, Villarreal and Chandler","Accessories (Bags, Hats, Belts)",54.0,INR,854,2869200000000.0,Gainsboro,out_of_stock,12,747,41.04,12.96,24.0,30656.88,35048.16
5952,Smart Grill Grill Portable,Computer study note strategy role despite likely.,"Stevenson, Anthony and Bond",Clothing & Apparel,526.0,INR,83,6491510000000.0,PaleTurquoise,pre_order,82,811,441.84,84.16,16.0,358332.24,36672.72
5953,Silent Toaster Scanner Prime Touch Premium,Race situation maybe dinner heart race across.,Tran Ltd,Books & Stationery,528.0,INR,152,1480460000000.0,Aqua,limited_stock,46,615,496.32,31.68,6.0,305236.8,75440.64
5954,Advanced Scooter Microphone Ultra Air Smart,Research blue travel degree structure.,Greer Group,"Accessories (Bags, Hats, Belts)",423.0,INR,681,8183930000000.0,Azure,limited_stock,41,882,245.34,177.66,42.0,216389.88,167076.54
5955,Digital Charger Bicycle Fan Air,Peace hear call full there ahead.,"Velez, Maynard and Cameron",Furniture,381.0,INR,867,2724960000000.0,LawnGreen,pre_order,27,843,270.51,110.49,29.0,228039.93,234532.17
5956,Portable Toaster Oven Sense Premium,Put pattern since professor probably theory.,Mitchell-Hinton,Fragrances,145.0,INR,90,640789000000.0,DarkOrange,pre_order,66,716,116.0,29.0,20.0,83056.0,10440.0
5957,Silent Oven Trimmer Go Plus Plus,Range others staff help professional face address.,Beltran PLC,Bedding & Bath,905.0,INR,531,5491250000000.0,DarkOrchid,discontinued,4,994,543.0,362.0,40.0,539742.0,288333.0
5958,Automatic Router Scanner,Base thousand father film land share loss.,Chung-Stevens,Fragrances,53.0,INR,522,5190930000000.0,Gray,in_stock,56,743,49.29,3.71,7.0,36622.47,25729.38
5959,Fast Cooker Cooler Smart,Today book of their great eat keep.,Vincent and Sons,Headphones & Earbuds,999.0,INR,892,1672580000000.0,Ivory,limited_stock,18,725,909.09,89.91,9.0,659090.25,810908.28
5960,Silent Light Headphones Tablet 360 Touch,Side opportunity process chance no mother.,Lee Ltd,Beauty & Personal Care,974.0,INR,863,8245610000000.0,Navy,discontinued,65,424,496.74,477.26,49.0,210617.76,428686.62
5961,Fast Mouse Heater Smart Clean Smart,Four idea economic subject.,"Bullock, Andersen and Mata",Fragrances,380.0,INR,705,4429710000000.0,Bisque,backorder,99,614,296.4,83.6,22.0,181989.6,208962.0
5962,Ultra Heater Premium Edge,Feeling better discussion then responsibility read.,"Hudson, Ramirez and Pineda",Bedding & Bath,396.0,INR,583,6728660000000.0,AntiqueWhite,out_of_stock,15,70,332.64,63.36,16.0,23284.8,193929.12
5963,Compact Thermostat Stove Lamp Sense Silent Clean,Major receive sure employee reflect.,Diaz and Sons,Camping & Hiking,571.0,INR,828,9800080000000.0,Aqua,discontinued,17,776,473.93,97.07,17.0,367769.68,392414.04
5964,Smart Scale Speaker Powerbank,Here within wait building political.,"Trujillo, Faulkner and Gillespie",Beauty & Personal Care,337.0,INR,701,9571100000000.0,MediumSlateBlue,limited_stock,82,259,185.35,151.65,45.0,48005.65,129930.35
